episode_id,source,modality,prompt_condition,condition,model,hmm_group,length,human_hmm_mean_loglik_per_step,trace_str
model__scientific-exploration-increase-student-simulation-text-normal__text_only__normal__beers_wavelength__qwen35_4b__run04,model,text_only,normal,text_only_normal,qwen35_4b,qwen35_4b__text_only,4,-2.873944449195054,increase_wavelength -> increase_concentration -> increase_path_length -> finish
model__scientific-exploration-increase-student-simulation-text-normal__text_only__normal__beers_wavelength__qwen35_4b__run03,model,text_only,normal,text_only_normal,qwen35_4b,qwen35_4b__text_only,4,-3.0169473897382018,increase_wavelength -> decrease_concentration -> increase_path_length -> finish
model__scientific-exploration-increase-student-simulation-text-normal__text_only__normal__beers_wavelength__qwen35_4b__run01,model,text_only,normal,text_only_normal,qwen35_4b,qwen35_4b__text_only,5,-2.486201906398524,increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_path_length -> finish
model__scientific-exploration-increase-student-simulation-text-normal__text_only__normal__beers_wavelength__qwen35_4b__run08,model,text_only,normal,text_only_normal,qwen35_4b,qwen35_4b__text_only,5,-2.486201906398524,increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_path_length -> finish
model__scientific-exploration-increase-student-simulation-text-normal__text_only__normal__beers_wavelength__qwen35_4b__run06,model,text_only,normal,text_only_normal,qwen35_4b,qwen35_4b__text_only,7,-2.0086887196647303,increase_wavelength -> decrease_wavelength -> increase_wavelength -> increase_wavelength -> increase_concentration -> increase_path_length -> finish
model__scientific-exploration-increase-student-simulation-text-normal__text_only__normal__beers_wavelength__qwen35_4b__run02,model,text_only,normal,text_only_normal,qwen35_4b,qwen35_4b__text_only,5,-2.486201906398524,increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_path_length -> finish
model__scientific-exploration-increase-student-simulation-text-normal__text_only__normal__beers_wavelength__qwen35_4b__run07,model,text_only,normal,text_only_normal,qwen35_4b,qwen35_4b__text_only,7,-2.111759541606335,increase_wavelength -> decrease_wavelength -> increase_concentration -> decrease_concentration -> increase_path_length -> decrease_path_length -> finish
model__scientific-exploration-increase-student-simulation-text-normal__text_only__normal__beers_wavelength__qwen35_9b__run02,model,text_only,normal,text_only_normal,qwen35_9b,qwen35_9b__text_only,5,-2.486201906398524,increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_path_length -> finish
model__scientific-exploration-increase-student-simulation-text-student__text_only__student__beers_wavelength__qwen35_4b__run02,model,text_only,student,text_only_student,qwen35_4b,qwen35_4b__text_only,11,-2.4546054784366174,increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_path_length -> decrease_path_length -> decrease_concentration -> increase_wavelength -> increase_concentration -> increase_path_length -> decrease_path_length -> finish
model__scientific-exploration-increase-student-simulation-text-student__text_only__student__beers_wavelength__qwen35_4b__run09,model,text_only,student,text_only_student,qwen35_4b,qwen35_4b__text_only,6,-2.245181891882362,increase_wavelength -> decrease_wavelength -> increase_concentration -> decrease_path_length -> increase_path_length -> finish
model__scientific-exploration-increase-student-simulation-text-student__text_only__student__beers_wavelength__qwen35_4b__run04,model,text_only,student,text_only_student,qwen35_4b,qwen35_4b__text_only,6,-2.2452608503464244,increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_path_length -> decrease_path_length -> finish
model__scientific-exploration-increase-student-simulation-text-student__text_only__student__beers_wavelength__qwen35_9b__run05,model,text_only,student,text_only_student,qwen35_9b,qwen35_9b__text_only,6,-2.2452608503464244,increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_path_length -> decrease_path_length -> finish
model__scientific-exploration-increase-student-simulation-text-student__text_only__student__beers_wavelength__qwen35_4b__run03,model,text_only,student,text_only_student,qwen35_4b,qwen35_4b__text_only,15,-2.433356814404223,increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_path_length -> decrease_path_length -> decrease_concentration -> increase_concentration -> increase_concentration -> decrease_wavelength -> increase_path_length -> decrease_concentration -> decrease_path_length -> decrease_wavelength -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-text-student__text_only__student__beers_wavelength__qwen35_9b__run07,model,text_only,student,text_only_student,qwen35_9b,qwen35_9b__text_only,7,-2.111759541606335,increase_wavelength -> decrease_wavelength -> increase_concentration -> decrease_concentration -> increase_path_length -> decrease_path_length -> finish
model__scientific-exploration-increase-student-simulation-text-student__text_only__student__beers_wavelength__qwen35_4b__run00,model,text_only,student,text_only_student,qwen35_4b,qwen35_4b__text_only,9,-2.622547465070049,increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_path_length -> decrease_path_length -> decrease_concentration -> increase_wavelength -> decrease_path_length -> finish
model__scientific-exploration-increase-student-simulation-text-student__text_only__student__beers_wavelength__qwen35_9b__run01,model,text_only,student,text_only_student,qwen35_9b,qwen35_9b__text_only,7,-2.111759541606335,increase_wavelength -> decrease_wavelength -> increase_concentration -> decrease_concentration -> increase_path_length -> decrease_path_length -> finish
model__scientific-exploration-increase-student-simulation-text-student__text_only__student__beers_wavelength__qwen35_4b__run06,model,text_only,student,text_only_student,qwen35_4b,qwen35_4b__text_only,7,-2.1179903471177925,increase_wavelength -> increase_concentration -> decrease_concentration -> increase_path_length -> decrease_path_length -> decrease_path_length -> finish
model__scientific-exploration-increase-student-simulation-text-student__text_only__student__beers_wavelength__qwen35_9b__run03,model,text_only,student,text_only_student,qwen35_9b,qwen35_9b__text_only,10,-2.8376964596454224,increase_wavelength -> increase_concentration -> increase_path_length -> decrease_wavelength -> decrease_wavelength -> decrease_path_length -> increase_concentration -> decrease_path_length -> decrease_concentration -> finish
model__scientific-exploration-increase-student-simulation-text-student__text_only__student__beers_wavelength__qwen35_9b__run09,model,text_only,student,text_only_student,qwen35_9b,qwen35_9b__text_only,7,-2.6712017846268528,increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_path_length -> decrease_concentration -> decrease_path_length -> finish
model__scientific-exploration-increase-student-simulation-text-student__text_only__student__beers_wavelength__qwen35_4b__run05,model,text_only,student,text_only_student,qwen35_4b,qwen35_4b__text_only,11,-2.4275344840958635,increase_wavelength -> increase_concentration -> decrease_wavelength -> decrease_concentration -> increase_path_length -> decrease_path_length -> increase_wavelength -> increase_wavelength -> increase_path_length -> decrease_path_length -> finish
model__scientific-exploration-increase-student-simulation-text-student__text_only__student__beers_wavelength__qwen35_4b__run01,model,text_only,student,text_only_student,qwen35_4b,qwen35_4b__text_only,8,-2.263822430427178,increase_wavelength -> decrease_wavelength -> increase_concentration -> decrease_concentration -> increase_path_length -> decrease_path_length -> increase_wavelength -> finish
model__scientific-exploration-increase-student-simulation-text-student__text_only__student__beers_wavelength__qwen35_9b__run02,model,text_only,student,text_only_student,qwen35_9b,qwen35_9b__text_only,12,-2.4975239678855714,decrease_concentration -> increase_concentration -> increase_wavelength -> increase_path_length -> decrease_wavelength -> decrease_concentration -> increase_concentration -> decrease_concentration -> increase_path_length -> increase_wavelength -> decrease_path_length -> finish
model__scientific-exploration-increase-student-simulation-text-student__text_only__student__beers_wavelength__qwen35_4b__run07,model,text_only,student,text_only_student,qwen35_4b,qwen35_4b__text_only,7,-2.111759541606335,increase_wavelength -> decrease_wavelength -> increase_concentration -> decrease_concentration -> increase_path_length -> decrease_path_length -> finish
model__scientific-exploration-increase-student-simulation-text-student__text_only__student__beers_wavelength__qwen35_9b__run06,model,text_only,student,text_only_student,qwen35_9b,qwen35_9b__text_only,35,-2.305622138102978,increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_path_length -> decrease_path_length -> decrease_wavelength -> increase_wavelength -> decrease_wavelength -> increase_wavelength -> decrease_concentration -> increase_path_length -> increase_wavelength -> increase_wavelength -> decrease_wavelength -> increase_concentration -> decrease_wavelength -> increase_wavelength -> decrease_path_length -> decrease_wavelength -> increase_concentration -> increase_concentration -> increase_path_length -> decrease_concentration -> increase_path_length -> decrease_concentration -> increase_wavelength -> decrease_wavelength -> increase_path_length -> decrease_path_length -> increase_wavelength -> increase_wavelength -> decrease_concentration -> increase_concentration -> increase_path_length -> finish
model__scientific-exploration-increase-student-simulation-text-student__text_only__student__beers_wavelength__qwen35_4b__run08,model,text_only,student,text_only_student,qwen35_4b,qwen35_4b__text_only,7,-2.111759541606335,increase_wavelength -> decrease_wavelength -> increase_concentration -> decrease_concentration -> increase_path_length -> decrease_path_length -> finish
model__scientific-exploration-increase-student-simulation-text-student__text_only__student__beers_wavelength__qwen35_9b__run04,model,text_only,student,text_only_student,qwen35_9b,qwen35_9b__text_only,9,-2.3636754262864432,increase_wavelength -> decrease_wavelength -> increase_concentration -> increase_path_length -> decrease_path_length -> decrease_concentration -> increase_wavelength -> decrease_wavelength -> finish
model__scientific-exploration-increase-student-simulation-text-student__text_only__student__beers_wavelength__qwen35_9b__run00,model,text_only,student,text_only_student,qwen35_9b,qwen35_9b__text_only,7,-3.069769959396126,increase_wavelength -> increase_concentration -> increase_path_length -> decrease_wavelength -> decrease_concentration -> decrease_path_length -> finish
model__scientific-exploration-increase-student-simulation-text-student__text_only__student__beers_wavelength__qwen35_9b__run08,model,text_only,student,text_only_student,qwen35_9b,qwen35_9b__text_only,9,-2.1544105147733426,increase_wavelength -> decrease_wavelength -> increase_concentration -> decrease_concentration -> increase_path_length -> decrease_path_length -> increase_wavelength -> decrease_wavelength -> finish
