episode_path,run_name,modality,formula,setup,model,has_parse_error,failed_step,parse_error_message,finish_reached,forced_finish,final_equation
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_beers_abbrev_model_qwen25_vl_3b-01_latest,image_only_beers_abbrev_model_qwen25_vl_3b,Simulation-only,beers,abbrev,model_qwen25_vl_3b,False,,,True,False,A = c + l
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_resistors_abbrev_model_qwen25_vl_3b-05_latest,image_only_resistors_abbrev_model_qwen25_vl_3b,Simulation-only,resistors,abbrev,model_qwen25_vl_3b,False,,,True,False,Rt = k * R2
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_mass_abbrev_model_qwen25_vl_3b-08_latest,image_only_mass_abbrev_model_qwen25_vl_3b,Simulation-only,mass,abbrev,model_qwen25_vl_3b,False,,,True,False,m = rho * V
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_beers_abstract_model_qwen25_vl_3b-07_latest,image_only_beers_abstract_model_qwen25_vl_3b,Simulation-only,beers,abstract,model_qwen25_vl_3b,False,,,True,False,Y = 10A + 2B - 5C
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_resistors_abstract_model_qwen25_vl_3b-05_latest,image_only_resistors_abstract_model_qwen25_vl_3b,Simulation-only,resistors,abstract,model_qwen25_vl_3b,False,,,True,False,Y = A + B
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_kinematics_abstract_model_qwen25_vl_7b-02_latest,image_only_kinematics_abstract_model_qwen25_vl_7b,Simulation-only,kinematics,abstract,model_qwen25_vl_7b,False,,,True,False,Y = B + A * C
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_mass_concrete_model_qwen25_vl_3b-03_latest,image_only_mass_concrete_model_qwen25_vl_3b,Simulation-only,mass,concrete,model_qwen25_vl_3b,False,,,True,False,mass = density * volume
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_resistors_concrete_model_qwen25_vl_3b-04_latest,image_only_resistors_concrete_model_qwen25_vl_3b,Simulation-only,resistors,concrete,model_qwen25_vl_3b,False,,,True,False,total_resistance = resistance_1 + resistance_2
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_beers_abstract_model_qwen25_vl_3b-09_latest,image_only_beers_abstract_model_qwen25_vl_3b,Simulation-only,beers,abstract,model_qwen25_vl_3b,False,,,True,False,Y = A + B
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_distance_abstract_model_qwen25_vl_7b-00_latest,image_only_distance_abstract_model_qwen25_vl_7b,Simulation-only,distance,abstract,model_qwen25_vl_7b,False,,,True,False,Y = 2A + B
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_resistors_abbrev_model_qwen25_vl_7b-09_latest,image_only_resistors_abbrev_model_qwen25_vl_7b,Simulation-only,resistors,abbrev,model_qwen25_vl_7b,False,,,True,False,Rt = R1
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_ohm_abbrev_model_qwen25_vl_7b-01_latest,image_only_ohm_abbrev_model_qwen25_vl_7b,Simulation-only,ohm,abbrev,model_qwen25_vl_7b,False,,,True,False,V ∝ I
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_ohm_abstract_model_qwen25_vl_7b-08_latest,image_only_ohm_abstract_model_qwen25_vl_7b,Simulation-only,ohm,abstract,model_qwen25_vl_7b,False,,,True,False,Y = 1
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_mass_abbrev_model_qwen25_vl_7b-05_latest,image_only_mass_abbrev_model_qwen25_vl_7b,Simulation-only,mass,abbrev,model_qwen25_vl_7b,False,,,True,False,m = k * V
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_beers_abbrev_model_qwen25_vl_7b-08_latest,image_only_beers_abbrev_model_qwen25_vl_7b,Simulation-only,beers,abbrev,model_qwen25_vl_7b,False,,,True,False,A = constant
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_beers_abbrev_model_qwen25_vl_3b-06_latest,image_only_beers_abbrev_model_qwen25_vl_3b,Simulation-only,beers,abbrev,model_qwen25_vl_3b,False,,,True,False,A = c
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_beers_concrete_model_qwen25_vl_7b-07_latest,image_only_beers_concrete_model_qwen25_vl_7b,Simulation-only,beers,concrete,model_qwen25_vl_7b,False,,,True,False,absorbance = molar_absorptivity * concentration * path_length
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_distance_concrete_model_qwen25_vl_7b-01_latest,image_only_distance_concrete_model_qwen25_vl_7b,Simulation-only,distance,concrete,model_qwen25_vl_7b,False,,,True,False,total_distance = distance_1 + distance_2 + distance_3
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_kinematics_concrete_model_qwen25_vl_7b-01_latest,image_only_kinematics_concrete_model_qwen25_vl_7b,Simulation-only,kinematics,concrete,model_qwen25_vl_7b,False,,,True,False,position = initial_position + velocity * time
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_resistors_abstract_model_qwen25_vl_3b-09_latest,image_only_resistors_abstract_model_qwen25_vl_3b,Simulation-only,resistors,abstract,model_qwen25_vl_3b,False,,,True,False,Y = A
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_distance_abstract_model_qwen25_vl_3b-06_latest,image_only_distance_abstract_model_qwen25_vl_3b,Simulation-only,distance,abstract,model_qwen25_vl_3b,False,,,True,False,Y = A + B
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_ohm_abstract_model_qwen25_vl_3b-05_latest,image_only_ohm_abstract_model_qwen25_vl_3b,Simulation-only,ohm,abstract,model_qwen25_vl_3b,False,,,True,False,Y = A + B
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_ohm_abbrev_model_qwen25_vl_3b-02_latest,image_only_ohm_abbrev_model_qwen25_vl_3b,Simulation-only,ohm,abbrev,model_qwen25_vl_3b,False,,,True,False,V = aI + bR
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_resistors_abbrev_model_qwen25_vl_7b-03_latest,image_only_resistors_abbrev_model_qwen25_vl_7b,Simulation-only,resistors,abbrev,model_qwen25_vl_7b,False,,,True,False,Rt = R1 * k
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_beers_abstract_model_qwen25_vl_7b-02_latest,image_only_beers_abstract_model_qwen25_vl_7b,Simulation-only,beers,abstract,model_qwen25_vl_7b,False,,,True,False,Y = constant
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_beers_abbrev_model_qwen25_vl_3b-04_latest,image_only_beers_abbrev_model_qwen25_vl_3b,Simulation-only,beers,abbrev,model_qwen25_vl_3b,True,2,finish step must provide either final_equation (formula_discovery) or finish_reason (student_simulation),False,False,
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_mass_abstract_model_qwen25_vl_3b-05_latest,image_only_mass_abstract_model_qwen25_vl_3b,Simulation-only,mass,abstract,model_qwen25_vl_3b,False,,,True,False,Y > A + B
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_ohm_abstract_model_qwen25_vl_3b-08_latest,image_only_ohm_abstract_model_qwen25_vl_3b,Simulation-only,ohm,abstract,model_qwen25_vl_3b,False,,,True,False,Y = A + B
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_distance_concrete_model_qwen25_vl_3b-04_latest,image_only_distance_concrete_model_qwen25_vl_3b,Simulation-only,distance,concrete,model_qwen25_vl_3b,False,,,True,False,distance_1 + distance_2
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_kinematics_concrete_model_qwen25_vl_3b-07_latest,image_only_kinematics_concrete_model_qwen25_vl_3b,Simulation-only,kinematics,concrete,model_qwen25_vl_3b,False,,,True,False,initial_position + velocity * time
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_ohm_abstract_model_qwen25_vl_3b-06_latest,image_only_ohm_abstract_model_qwen25_vl_3b,Simulation-only,ohm,abstract,model_qwen25_vl_3b,False,,,True,False,Y = A * B
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_ohm_abbrev_model_qwen25_vl_7b-06_latest,image_only_ohm_abbrev_model_qwen25_vl_7b,Simulation-only,ohm,abbrev,model_qwen25_vl_7b,False,,,True,False,V = I + R
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_beers_abbrev_model_qwen25_vl_7b-07_latest,image_only_beers_abbrev_model_qwen25_vl_7b,Simulation-only,beers,abbrev,model_qwen25_vl_7b,False,,,True,False,A = l * c + epsilon
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_ohm_abstract_model_qwen25_vl_3b-01_latest,image_only_ohm_abstract_model_qwen25_vl_3b,Simulation-only,ohm,abstract,model_qwen25_vl_3b,False,,,True,False,Y = A
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_mass_abbrev_model_qwen25_vl_7b-04_latest,image_only_mass_abbrev_model_qwen25_vl_7b,Simulation-only,mass,abbrev,model_qwen25_vl_7b,False,,,True,False,m = constant
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_kinematics_concrete_model_qwen25_vl_7b-06_latest,image_only_kinematics_concrete_model_qwen25_vl_7b,Simulation-only,kinematics,concrete,model_qwen25_vl_7b,False,,,True,False,position = initial_position + velocity * time
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_mass_abbrev_model_qwen25_vl_7b-01_latest,image_only_mass_abbrev_model_qwen25_vl_7b,Simulation-only,mass,abbrev,model_qwen25_vl_7b,False,,,True,False,m = k * V / rho^2
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_distance_abstract_model_qwen25_vl_3b-08_latest,image_only_distance_abstract_model_qwen25_vl_3b,Simulation-only,distance,abstract,model_qwen25_vl_3b,False,,,True,False,C = A + B
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_beers_abbrev_model_qwen25_vl_7b-01_latest,image_only_beers_abbrev_model_qwen25_vl_7b,Simulation-only,beers,abbrev,model_qwen25_vl_7b,False,,,True,False,A = c * l
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_beers_concrete_model_qwen25_vl_3b-05_latest,image_only_beers_concrete_model_qwen25_vl_3b,Simulation-only,beers,concrete,model_qwen25_vl_3b,False,,,True,False,absorbance = molar_absorptivity * concentration
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_kinematics_abstract_model_qwen25_vl_3b-04_latest,image_only_kinematics_abstract_model_qwen25_vl_3b,Simulation-only,kinematics,abstract,model_qwen25_vl_3b,False,,,True,False,Y = A + B - C
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_kinematics_abstract_model_qwen25_vl_7b-03_latest,image_only_kinematics_abstract_model_qwen25_vl_7b,Simulation-only,kinematics,abstract,model_qwen25_vl_7b,False,,,True,False,Y = A + B + C
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_mass_concrete_model_qwen25_vl_7b-00_latest,image_only_mass_concrete_model_qwen25_vl_7b,Simulation-only,mass,concrete,model_qwen25_vl_7b,False,,,True,False,mass = density * volume
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_distance_abbrev_model_qwen25_vl_7b-03_latest,image_only_distance_abbrev_model_qwen25_vl_7b,Simulation-only,distance,abbrev,model_qwen25_vl_7b,False,,,True,False,d = k * d3
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_mass_abstract_model_qwen25_vl_3b-02_latest,image_only_mass_abstract_model_qwen25_vl_3b,Simulation-only,mass,abstract,model_qwen25_vl_3b,False,,,True,False,Y = constant
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_kinematics_abbrev_model_qwen25_vl_7b-01_latest,image_only_kinematics_abbrev_model_qwen25_vl_7b,Simulation-only,kinematics,abbrev,model_qwen25_vl_7b,False,,,True,False,x = v * t
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_ohm_abstract_model_qwen25_vl_3b-02_latest,image_only_ohm_abstract_model_qwen25_vl_3b,Simulation-only,ohm,abstract,model_qwen25_vl_3b,False,,,True,False,Y = A + B
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_beers_abbrev_model_qwen25_vl_3b-08_latest,image_only_beers_abbrev_model_qwen25_vl_3b,Simulation-only,beers,abbrev,model_qwen25_vl_3b,False,,,True,False,A = c
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_distance_concrete_model_qwen25_vl_3b-00_latest,image_only_distance_concrete_model_qwen25_vl_3b,Simulation-only,distance,concrete,model_qwen25_vl_3b,False,,,True,False,total_distance = distance_1 + distance_2
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_kinematics_abbrev_model_qwen25_vl_7b-00_latest,image_only_kinematics_abbrev_model_qwen25_vl_7b,Simulation-only,kinematics,abbrev,model_qwen25_vl_7b,True,0,"[json_decode] model output is not valid JSON (error: Invalid \escape at pos 64): '{\\n  ""reasoning"": ""The orange bar represents the target variable \\( x \\), while the blue bars represent input varia",False,False,
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_beers_abstract_model_qwen25_vl_3b-03_latest,image_only_beers_abstract_model_qwen25_vl_3b,Simulation-only,beers,abstract,model_qwen25_vl_3b,False,,,True,False,Y = constant
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_mass_abstract_model_qwen25_vl_7b-04_latest,image_only_mass_abstract_model_qwen25_vl_7b,Simulation-only,mass,abstract,model_qwen25_vl_7b,False,,,True,False,Y = A + B
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_kinematics_abstract_model_qwen25_vl_3b-01_latest,image_only_kinematics_abstract_model_qwen25_vl_3b,Simulation-only,kinematics,abstract,model_qwen25_vl_3b,False,,,True,False,Y = 2A + 3B
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_distance_abbrev_model_qwen25_vl_7b-04_latest,image_only_distance_abbrev_model_qwen25_vl_7b,Simulation-only,distance,abbrev,model_qwen25_vl_7b,False,,,True,False,d = 1
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_ohm_concrete_model_qwen25_vl_3b-05_latest,image_only_ohm_concrete_model_qwen25_vl_3b,Simulation-only,ohm,concrete,model_qwen25_vl_3b,False,,,True,False,voltage = constant / resistance
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_resistors_concrete_model_qwen25_vl_7b-04_latest,image_only_resistors_concrete_model_qwen25_vl_7b,Simulation-only,resistors,concrete,model_qwen25_vl_7b,False,,,True,False,total_resistance = resistance_1 * resistance_2
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_distance_abstract_model_qwen25_vl_7b-05_latest,image_only_distance_abstract_model_qwen25_vl_7b,Simulation-only,distance,abstract,model_qwen25_vl_7b,False,,,True,False,Y = A + B
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_mass_abstract_model_qwen25_vl_7b-03_latest,image_only_mass_abstract_model_qwen25_vl_7b,Simulation-only,mass,abstract,model_qwen25_vl_7b,False,,,True,False,Y = A + B
wandb_downloads_image_only/scientific-exploration-increase-image-only-/artifacts/episode-image_only_beers_abbrev_model_qwen25_vl_7b-00_latest,image_only_beers_abbrev_model_qwen25_vl_7b,Simulation-only,beers,abbrev,model_qwen25_vl_7b,False,,,True,False,A = c + l
